League,Team,Player,Country,Appearances,URL
2019–20 Eredivisie,2019–20 AFC Ajax season,Quincy Promes,Royal_Dutch_Football_Association,47,https://en.wikipedia.org/wiki/Quincy_Promes
2019–20 Eredivisie,2019–20 AFC Ajax season,Klaas-Jan Huntelaar,Royal_Dutch_Football_Association,76,https://en.wikipedia.org/wiki/Klaas-Jan_Huntelaar
2019–20 Eredivisie,2019–20 AFC Ajax season,Hakim Ziyech,Royal_Moroccan_Football_Federation,37,https://en.wikipedia.org/wiki/Hakim_Ziyech
2019–20 Eredivisie,2019–20 AFC Ajax season,Ryan Babel,Royal_Dutch_Football_Association,Total,https://en.wikipedia.org/wiki/Ryan_Babel
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Pantelis Hatzidiakos,Hellenic_Football_Federation,0,https://en.wikipedia.org/wiki/Pantelis_Hatzidiakos
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Thomas Ouwejan,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Thomas_Ouwejan
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Teun Koopmeiners (captain),Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Teun_Koopmeiners
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Marco Bizot,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Marco_Bizot
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Jonas Svensson,Norwegian_Football_Federation,0,https://en.wikipedia.org/wiki/Jonas_Svensson_(footballer)
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Myron Boadu,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Myron_Boadu
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Fredrik Midtsjø,Norwegian_Football_Federation,0,https://en.wikipedia.org/wiki/Fredrik_Midtsj%C3%B8
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Kenzo Goudmijn,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Kenzo_Goudmijn
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Jasper Schendelaar,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Jasper_Schendelaar
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Oussama Idrissi,Royal_Moroccan_Football_Federation,7,https://en.wikipedia.org/wiki/Oussama_Idrissi
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Dani de Wit,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Dani_de_Wit
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Calvin Stengs,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Calvin_Stengs
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Ron Vlaar,Royal_Dutch_Football_Association,32,https://en.wikipedia.org/wiki/Ron_Vlaar
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Léon Bergsma,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/L%C3%A9on_Bergsma
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Zakaria Aboukhlal,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Zakaria_Aboukhlal
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Owen Wijndal,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Owen_Wijndal
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Ferdy Druijf,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Ferdy_Druijf
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Rody de Boer,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Rody_de_Boer
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Tijjani Reijnders,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Tijjani_Reijnders
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Joris Kramer,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Joris_Kramer
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Yukinari Sugawara (on loan from Nagoya Grampus),Japan_Football_Association,0,https://en.wikipedia.org/wiki/Yukinari_Sugawara
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Albert Guðmundsson,Football_Association_of_Iceland,Total,"https://en.wikipedia.org/wiki/Albert_Gu%C3%B0mundsson_(footballer,_born_1997)"
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Jordy Clasie,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Jordy_Clasie
2019–20 Eredivisie,2019–20 AZ Alkmaar season,Stijn Wuytens,Royal_Belgian_Football_Association,0,https://en.wikipedia.org/wiki/Stijn_Wuytens
2019–20 Eredivisie,2019–20 Feyenoord season,Justin Bijlow,Netherlands,0,https://en.wikipedia.org/wiki/Justin_Bijlow
2019–20 Eredivisie,2019–20 Feyenoord season,George Johnston,Scotland,0,"https://en.wikipedia.org/wiki/George_Johnston_(footballer,_born_1998)"
2019–20 Eredivisie,2019–20 Feyenoord season,Marcos Senesi,Argentina,0,https://en.wikipedia.org/wiki/Marcos_Senesi
2019–20 Eredivisie,2019–20 Feyenoord season,Luciano Narsingh,Netherlands,0,https://en.wikipedia.org/wiki/Luciano_Narsingh
2019–20 Eredivisie,2019–20 Feyenoord season,Jan-Arie van der Heijden,Netherlands,0,https://en.wikipedia.org/wiki/Jan-Arie_van_der_Heijden
2019–20 Eredivisie,2019–20 Feyenoord season,Ridgeciano Haps,Netherlands,0,https://en.wikipedia.org/wiki/Ridgeciano_Haps
2019–20 Eredivisie,2019–20 Feyenoord season,Nicolai Jørgensen,Denmark,Total,https://en.wikipedia.org/wiki/Nicolai_J%C3%B8rgensen
2019–20 Eredivisie,2019–20 Feyenoord season,Luis Sinisterra,Colombia,0,https://en.wikipedia.org/wiki/Luis_Sinisterra
2019–20 Eredivisie,2019–20 Feyenoord season,Tyrell Malacia,Netherlands,0,https://en.wikipedia.org/wiki/Tyrell_Malacia
2019–20 Eredivisie,2019–20 Feyenoord season,Sven van Beek,Netherlands,0,https://en.wikipedia.org/wiki/Sven_van_Beek
2019–20 Eredivisie,2019–20 Feyenoord season,Nick Marsman,Netherlands,0,https://en.wikipedia.org/wiki/Nick_Marsman
2019–20 Eredivisie,2019–20 Feyenoord season,Orkun Kökçü,Turkey,0,https://en.wikipedia.org/wiki/Orkun_K%C3%B6k%C3%A7%C3%BC
2019–20 Eredivisie,2019–20 Feyenoord season,Marouan Azarkan‡,Netherlands,0,https://en.wikipedia.org/wiki/Marouan_Azarkan
2019–20 Eredivisie,2019–20 Feyenoord season,Naoufal Bannis‡,Netherlands,0,https://en.wikipedia.org/wiki/Naoufal_Bannis
2019–20 Eredivisie,2019–20 Feyenoord season,Róbert Boženík,Slovakia,0,https://en.wikipedia.org/wiki/R%C3%B3bert_Bo%C5%BEen%C3%ADk
2019–20 Eredivisie,2019–20 Feyenoord season,Steven Berghuis - (C),Netherlands,0,https://en.wikipedia.org/wiki/Steven_Berghuis
2019–20 Eredivisie,2019–20 Feyenoord season,Eric Botteghin,Brazil,0,https://en.wikipedia.org/wiki/Eric_Botteghin
2019–20 Eredivisie,2019–20 Feyenoord season,Jens Toornstra,Netherlands,4,https://en.wikipedia.org/wiki/Jens_Toornstra
2019–20 Eredivisie,2019–20 Feyenoord season,Edgar Ié,Portugal,0,https://en.wikipedia.org/wiki/Edgar_I%C3%A9
2019–20 Eredivisie,2019–20 Feyenoord season,Cheick Touré‡,Netherlands,0,https://en.wikipedia.org/wiki/Cheick_Tour%C3%A9
2019–20 Eredivisie,2019–20 Feyenoord season,Ramon Hendriks‡,Netherlands,0,https://en.wikipedia.org/w/index.php?title=Ramon_Hendriks&action=edit&redlink=1
2019–20 Eredivisie,2019–20 Feyenoord season,Lutsharel Geertruida,Netherlands,0,https://en.wikipedia.org/wiki/Lutsharel_Geertruida
2019–20 Eredivisie,2019–20 Feyenoord season,Renato Tapia,Peru,55,https://en.wikipedia.org/wiki/Renato_Tapia
2019–20 Eredivisie,2019–20 Feyenoord season,Oğuzhan Özyakup,Turkey,0,https://en.wikipedia.org/wiki/O%C4%9Fuzhan_%C3%96zyakup
2019–20 Eredivisie,2019–20 Feyenoord season,Denzel Hall‡,Netherlands,0,https://en.wikipedia.org/w/index.php?title=Denzel_Hall&action=edit&redlink=1
2019–20 Eredivisie,2019–20 Feyenoord season,Rick Karsdorp,Netherlands,0,https://en.wikipedia.org/wiki/Rick_Karsdorp
2019–20 Eredivisie,2019–20 Feyenoord season,Ramon ten Hove (Spend the first half of the season on loan at FC Dordrecht),Netherlands,0,https://en.wikipedia.org/wiki/Ramon_ten_Hove
2019–20 Eredivisie,2019–20 Feyenoord season,Calvin Verdonk (Moved to FC Twente on loan during the season),Netherlands,0,https://en.wikipedia.org/wiki/Calvin_Verdonk
2019–20 Eredivisie,2019–20 Feyenoord season,Emil Hansson (Moved to Hannover 96 during the season),Sweden,0,https://en.wikipedia.org/wiki/Emil_Hansson
2019–20 Eredivisie,2019–20 Feyenoord season,Jordy Wehrmann (Moved to FC Dordrecht on loan during the season),Netherlands,0,https://en.wikipedia.org/wiki/Jordy_Wehrmann
2019–20 Eredivisie,2019–20 Feyenoord season,Jerry St. Juste (Moved to 1. FSV Mainz 05 during the season),Netherlands,0,https://en.wikipedia.org/wiki/Jerry_St._Juste
2019–20 Eredivisie,2019–20 Feyenoord season,Crysencio Summerville‡ (Moved to ADO Den Haag on loan during the season),Netherlands,0,https://en.wikipedia.org/wiki/Crysencio_Summerville
2019–20 Eredivisie,2019–20 Feyenoord season,Dylan Vente (Moved to RKC Waalwijk on loan during the season),Netherlands,0,https://en.wikipedia.org/wiki/Dylan_Vente
2019–20 Eredivisie,2019–20 Feyenoord season,Bart Nieuwkoop (Moved to Willem II on loan during the season),Netherlands,0,https://en.wikipedia.org/wiki/Bart_Nieuwkoop
2019–20 Eredivisie,2019–20 Feyenoord season,Sam Larsson (Moved to Dalian Professional F.C. during the season),Sweden,4,https://en.wikipedia.org/wiki/Sam_Larsson
2019–20 Eredivisie,2019–20 Feyenoord season,Kenneth Vermeer (Moved to Los Angeles FC during the season),Netherlands,5,https://en.wikipedia.org/wiki/Kenneth_Vermeer
2019–20 Eredivisie,2019–20 Feyenoord season,Noah Lewis (Spend the first half of the season on loan at FC Dordrecht),Netherlands,0,https://en.wikipedia.org/wiki/FC_Dordrecht
2019–20 Eredivisie,2019–20 Feyenoord season,Wouter Burger (Moved to Excelsior on loan during the season),Netherlands,0,https://en.wikipedia.org/wiki/Wouter_Burger
2019–20 Eredivisie,2019–20 Feyenoord season,Yassin Ayoub (Moved to Panathinaikos F.C. during the season),Morocco,0,https://en.wikipedia.org/wiki/Yassin_Ayoub
2019–20 Eredivisie,2019–20 Feyenoord season,Liam Kelly (Moved to Oxford United F.C. on loan during the season),Republic_of_Ireland,0,"https://en.wikipedia.org/wiki/Liam_Kelly_(footballer,_born_1995)"
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Jorrit Smeets,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Jorrit_Smeets
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Branislav Niňaj,Slovak_Football_Association,0,https://en.wikipedia.org/wiki/Branislav_Ni%C5%88aj
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Djibril Dianessy,French_Football_Federation,0,https://en.wikipedia.org/wiki/Djibril_Dianessy
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Mark Diemers,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Mark_Diemers
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Grégoire Amiot,French_Football_Federation,0,https://en.wikipedia.org/wiki/Gr%C3%A9goire_Amiot
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Martin Angha,Swiss_Football_Association,0,https://en.wikipedia.org/wiki/Martin_Angha
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Tesfaldet Tekie,Swedish_Football_Association,0,https://en.wikipedia.org/wiki/Tesfaldet_Tekie
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Rasmus Karjalainen,Football_Association_of_Finland,0,https://en.wikipedia.org/wiki/Rasmus_Karjalainen
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Wessel Dammers (captain),Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Wessel_Dammers
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Álex Carbonell (on loan from Valencia),Royal_Spanish_Football_Federation,0,https://en.wikipedia.org/wiki/%C3%81lex_Carbonell
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Bassala Sambou,German_Football_Association,0,https://en.wikipedia.org/wiki/Bassala_Sambou
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Clint Essers,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Clint_Essers
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Carlos Faya (on loan from Academia Puerto Cabello),Venezuelan_Football_Federation,0,https://en.wikipedia.org/w/index.php?title=Carlos_Enrique_Faya_Rivero&action=edit&redlink=1
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Felix Passlack (on loan from Borussia Dortmund),German_Football_Association,0,https://en.wikipedia.org/wiki/Felix_Passlack
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Dimitrios Ioannidis,Hellenic_Football_Federation,0,https://en.wikipedia.org/wiki/Dimitrios_Ioannidis_(footballer)
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Nassim El Ablak,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Nassim_El_Ablak
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Adnan Ugur,Royal_Belgian_Football_Association,0,https://en.wikipedia.org/wiki/Adnan_Ugur
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Amadou Ciss,Senegalese_Football_Federation,0,https://en.wikipedia.org/wiki/Amadou_Ciss
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Bo Breukers,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Bo_Breukers
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Ažbe Jug,Football_Association_of_Slovenia,0,https://en.wikipedia.org/wiki/A%C5%BEbe_Jug
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Leandro Fernandes (on loan from Juventus),Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Leandro_Fernandes
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Patrik Raitanen,Football_Association_of_Finland,0,https://en.wikipedia.org/wiki/Patrik_Raitanen
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Nikolai Frederiksen (on loan from Juventus),Danish_Football_Association,0,https://en.wikipedia.org/wiki/Nikolai_Baden_Frederiksen
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Lazaros Rota,Hellenic_Football_Federation,0,https://en.wikipedia.org/wiki/Lazaros_Rota
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Jacky Donkor,Royal_Belgian_Football_Association,0,https://en.wikipedia.org/wiki/Jacky_Donkor
2019–20 Eredivisie,2019–20 Fortuna Sittard season,George Cox (on loan from Brighton & Hove Albion),The_Football_Association,0,https://en.wikipedia.org/wiki/George_Cox_(footballer)
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Alexei Koșelev,Moldovan_Football_Federation,0,https://en.wikipedia.org/wiki/Alexei_Ko%C8%99elev
2019–20 Eredivisie,2019–20 Fortuna Sittard season,Vitalie Damașcan (on loan from Torino),Moldovan_Football_Federation,0,https://en.wikipedia.org/wiki/Vitalie_Dama%C8%99can
2019–20 Eredivisie,2019–20 FC Groningen season,Bart van Hintum,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Bart_van_Hintum
2019–20 Eredivisie,2019–20 FC Groningen season,Daishawn Redan (on loan from Hertha BSC),Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Daishawn_Redan
2019–20 Eredivisie,2019–20 FC Groningen season,Gabriel Gudmundsson,Swedish_Football_Association,0,https://en.wikipedia.org/wiki/Gabriel_Gudmundsson
2019–20 Eredivisie,2019–20 FC Groningen season,Azor Matusiwa,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Azor_Matusiwa
2019–20 Eredivisie,2019–20 FC Groningen season,Ramon Pascal Lundqvist,Swedish_Football_Association,0,https://en.wikipedia.org/wiki/Ramon_Pascal_Lundqvist
2019–20 Eredivisie,2019–20 FC Groningen season,Sergio Padt,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Sergio_Padt
2019–20 Eredivisie,2019–20 FC Groningen season,Sam Schreck,German_Football_Association,0,https://en.wikipedia.org/wiki/Sam_Schreck
2019–20 Eredivisie,2019–20 FC Groningen season,Mohamed El Hankouri,Royal_Moroccan_Football_Federation,0,https://en.wikipedia.org/wiki/Mohamed_El_Hankouri
2019–20 Eredivisie,2019–20 FC Groningen season,Joel Asoro (on loan from Swansea City),Swedish_Football_Association,0,https://en.wikipedia.org/wiki/Joel_Asoro
2019–20 Eredivisie,2019–20 FC Groningen season,Mike te Wierik (captain),Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Mike_te_Wierik
2019–20 Eredivisie,2019–20 FC Groningen season,Nicklas Strunck,Danish_Football_Association,0,https://en.wikipedia.org/wiki/Nicklas_Strunck
2019–20 Eredivisie,2019–20 FC Groningen season,Django Warmerdam,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Django_Warmerdam
2019–20 Eredivisie,2019–20 FC Groningen season,Ahmed El Messaoudi,Royal_Moroccan_Football_Federation,0,https://en.wikipedia.org/wiki/Ahmed_El_Messaoudi
2019–20 Eredivisie,2019–20 FC Groningen season,Romano Postema,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Romano_Postema
2019–20 Eredivisie,2019–20 FC Groningen season,Thijs Dallinga,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Thijs_Dallinga
2019–20 Eredivisie,2019–20 FC Groningen season,Ko Itakura (on loan from Manchester City),Japan_Football_Association,3,https://en.wikipedia.org/wiki/Ko_Itakura
2019–20 Eredivisie,2019–20 FC Groningen season,Daniël van Kaam,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Dani%C3%ABl_van_Kaam
2019–20 Eredivisie,2019–20 FC Groningen season,Ajdin Hrustic,Football_Australia,3,https://en.wikipedia.org/wiki/Ajdin_Hrustic
2019–20 Eredivisie,2019–20 FC Groningen season,Thomas Poll,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Thomas_Poll
2019–20 Eredivisie,2019–20 FC Groningen season,Marco van Duin,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Marco_van_Duin
2019–20 Eredivisie,2019–20 FC Groningen season,Deyovaisio Zeefuik,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Deyovaisio_Zeefuik
2019–20 Eredivisie,2019–20 FC Groningen season,Kian Slor,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Kian_Slor
2019–20 Eredivisie,2019–20 FC Groningen season,Tomáš Suslov,Slovak_Football_Association,0,https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Suslov
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Sam Lammers,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Sam_Lammers
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Nick Viergever,Royal_Dutch_Football_Association,3,https://en.wikipedia.org/wiki/Nick_Viergever
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Jorrit Hendrix,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Jorrit_Hendrix
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Timo Baumgartl,German_Football_Association,0,https://en.wikipedia.org/wiki/Timo_Baumgartl
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Bruma,Portuguese_Football_Federation,0,https://en.wikipedia.org/wiki/Bruma_(footballer)
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Donyell Malen,Royal_Dutch_Football_Association,6,https://en.wikipedia.org/wiki/Donyell_Malen
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Lars Unnerstall,German_Football_Association,0,https://en.wikipedia.org/wiki/Lars_Unnerstall
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Cody Gakpo,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Cody_Gakpo
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Pablo Rosario,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Pablo_Rosario
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Robbin Ruiter,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Robbin_Ruiter
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Érick Gutiérrez,Mexican_Football_Federation,19,https://en.wikipedia.org/wiki/%C3%89rick_Guti%C3%A9rrez
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Denzel Dumfries (vice-captain),Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Denzel_Dumfries
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Mohamed Ihattaren,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Mohamed_Ihattaren
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Yanick van Osch,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Yanick_van_Osch
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Olivier Boscagli,French_Football_Federation,0,https://en.wikipedia.org/wiki/Olivier_Boscagli
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Ryan Thomas,New_Zealand_Football,0,https://en.wikipedia.org/wiki/Ryan_Thomas_(footballer)
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Jordan Teze,Royal_Dutch_Football_Association,0,https://en.wikipedia.org/wiki/Jordan_Teze
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Michal Sadílek,Football_Association_of_the_Czech_Republic,0,https://en.wikipedia.org/wiki/Michal_Sad%C3%ADlek
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Ritsu Doan,Japan_Football_Association,18,https://en.wikipedia.org/wiki/Ritsu_Doan
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Ibrahim Afellay (captain),Royal_Dutch_Football_Association,53,https://en.wikipedia.org/wiki/Ibrahim_Afellay
2019–20 Eredivisie,2019–20 PSV Eindhoven season,Kostas Mitroglou (on loan from Marseille),Hellenic_Football_Federation,64,https://en.wikipedia.org/wiki/Kostas_Mitroglou
